#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3250
#Serial Number: SN:210018B20085
#Date Time: 2022-10-17 11:45:05.394.100.310
#Sample rate: 3000.03Hz
#Samples: 30000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 200 mV/div Offset: -240 mV Attenuation: 1 X
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Triangle
#Frequency: 100 mHz
#Period: 10 s
#Amplitude: 2.5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 Åã

20220601FeCo_zero field
Time (s),Channel 1 (V),Channel 2 (V)
-4.99995,-0.3826814758110265,0.54233059193705
-4.99961667,-0.3835140751760467,0.5432847291572678
-4.99928334,-0.3826814758110265,0.5429557163227099
-4.99895001,-0.3835140751760452,0.5425279996377852
-4.99861668,-0.382681475811028,0.5427583086219748
-4.99828335,-0.3835140751760467,0.5424621970708732
-4.99795002,-0.3835140751760467,0.5408500341815399
-4.99761669,-0.3818488764460062,0.5421002829528596
-4.99728336,-0.3835140751760467,0.5431860253069005
-4.99695003,-0.3826814758110265,0.5414093560002882
-4.9966167,-0.382681475811025,0.5434163342910906
-4.99628337,-0.3818488764460077,0.5432189265903565
-4.99595004,-0.3818488764460062,0.5418699739686691
-4.99561671,-0.3801836777159656,0.5429228150392542
-4.99528338,-0.3810162770809859,0.5437124458421929
-4.99495005,-0.3801836777159656,0.5431202227399889
-4.99461672,-0.3801836777159656,0.540915836748457
-4.994283390000001,-0.3801836777159656,0.543942754826378
-4.99395006,-0.3793510783509468,0.5420015791024958
-4.99361673,-0.3793510783509453,0.5438111496925604
-4.9932834,-0.3785184789859251,0.5439756561098392
-4.99295007,-0.3801836777159656,0.5452588061646149
-4.99261674,-0.3785184789859251,0.5437782484091045
-4.99228341,-0.3793510783509438,0.5423963945039652
-4.991950080000001,-0.3785184789859266,0.5443704715113051
-4.99161675,-0.3785184789859251,0.5419686778190365
-4.99128342,-0.3776858796209048,0.5441401625271182
-4.99095009,-0.3776858796209048,0.5427912099054311
-4.99061676,-0.3785184789859251,0.5429886176061658
-4.99028343,-0.3768532802558845,0.5430544201730774
-4.9899501,-0.3785184789859236,0.5430215188896195
-4.98961677,-0.3776858796209063,0.5419357765355827
-4.98928344,-0.3776858796209048,0.5449626946135128
-4.98895011,-0.3768532802558845,0.5413764547168324
-4.98861678,-0.3776858796209048,0.5436466432752813
-4.98828345,-0.3751880815258439,0.5443375702278528
-4.98795012,-0.3760206808908642,0.5439756561098392
-4.98761679,-0.3760206808908657,0.5426925060550654
-4.98728346,-0.376853280255883,0.5435808407083682
-4.98695013,-0.3751880815258439,0.5442059650940297
-4.9866168,-0.3743554821608236,0.5434492355745467
-4.98628347,-0.3751880815258439,0.5441401625271182
-4.98595014,-0.3751880815258439,0.5443704715113087
-4.98561681,-0.3751880815258424,0.5430215188896232
-4.985283480000001,-0.3743554821608251,0.5440085573932932
-4.98495015,-0.3751880815258424,0.5437782484091049
-4.98461682,-0.3735228827958034,0.545225904881159
-4.98428349,-0.3743554821608236,0.5428899137557983
-4.98395016,-0.3726902834307831,0.541573862417567
-4.98361683,-0.3743554821608236,0.5432847291572678
-4.9832835,-0.3735228827958034,0.5444033727947623
-4.982950170000001,-0.3735228827958034,0.5432189265903583
-4.98261684,-0.3735228827958034,0.5423634932205059
-4.98228351,-0.3726902834307831,0.5421331842363154
-4.98195018,-0.3735228827958034,0.5433505317241794
-4.98161685,-0.3726902834307831,0.5418041714017576
-4.98128352,-0.3735228827958034,0.541573862417567
-4.98095019,-0.3726902834307831,0.5423963945039613
-4.98061686,-0.3726902834307831,0.5422318880866831
-4.98028353,-0.3718576840657628,0.5438111496925604
-4.9799502,-0.3718576840657628,0.5448310894796896
-4.97961687,-0.3726902834307831,0.5414093560002882
-4.97928354,-0.3710250847007426,0.5427254073385195
-4.97895021,-0.3710250847007426,0.5438440509760161
-4.97861688,-0.3701924853357238,0.543251827873811
-4.97828355,-0.3710250847007411,0.5426925060550647
-4.97795022,-0.369359885970702,0.5432847291572678
-4.97761689,-0.3701924853357223,0.5413764547168324
-4.97728356,-0.369359885970702,0.5443375702278528
-4.97695023,-0.3701924853357223,0.5415409611341113
-4.9766169,-0.3701924853357208,0.5426596047716102
-4.976283570000001,-0.3693598859707035,0.5439427548263812
-4.97595024,-0.369359885970702,0.5426596047716102
-4.97561691,-0.369359885970702,0.5402907123627916
-4.97528358,-0.369359885970702,0.5443375702278528
-4.97495025,-0.3685272866056817,0.5420015791024922
-4.97461692,-0.3701924853357223,0.5435150381414583
-4.97428359,-0.3685272866056832,0.5408829354649991
-4.973950260000001,-0.3693598859707005,0.5428570124723391
-4.97361693,-0.3685272866056817,0.542034480385948
-4.9732836,-0.3676946872406615,0.5444033727947644
-4.97295027,-0.369359885970702,0.5405539226304378
-4.97261694,-0.3676946872406615,0.5433505317241794
-4.97228361,-0.3685272866056817,0.5417054675513902
-4.97195028,-0.3668620878756427,0.5436795445587346
-4.97161695,-0.36769468724066,0.5421989868032295
-4.97128362,-0.3660294885106209,0.5429228150392542
-4.97095029,-0.3660294885106209,0.5421002829528596
-4.97061696,-0.3660294885106209,0.54233059193705
-4.97028363,-0.3660294885106209,0.543251827873812
-4.9699503,-0.3643642897805803,0.5400275020951453
-4.96961697,-0.3651968891456006,0.5413764547168333
-4.96928364,-0.3651968891456006,0.5418699739686682
-4.96895031,-0.3643642897805803,0.5422976906535943
-4.96861698,-0.3651968891456006,0.5448310894796896
-4.96828365,-0.3643642897805803,0.5396655879771317
-4.96795032,-0.3643642897805803,0.5437453471256488
-4.96761699,-0.3635316904155615,0.5420344803859477
-4.967283660000001,-0.3643642897805788,0.5418370726852136
-4.96695033,-0.3643642897805803,0.5420344803859477
-4.966617,-0.3643642897805803,0.5420673816694038
-4.96628367,-0.36353169041556,0.5427254073385195
-4.96595034,-0.3643642897805803,0.5416396649844786
-4.96561701,-0.3651968891456006,0.5417712701183017
-4.96528368,-0.36353169041556,0.5409487380319092
-4.964950350000001,-0.36353169041556,0.5421002829528575
-4.96461702,-0.3626990910505398,0.5406526264808051
-4.96428369,-0.36353169041556,0.5420673816694038
-4.96395036,-0.3626990910505398,0.543876952259472
-4.96361703,-0.3626990910505398,0.5419028752521249
-4.9632837,-0.3610338923204992,0.5415080598506554
-4.96295037,-0.3626990910505383,0.5427254073385177
-4.96261704,-0.361866491685521,0.5417712701183035
-4.96228371,-0.3618664916855195,0.543087321456533
-4.96195038,-0.3618664916855195,0.5414093560002882
-4.96161705,-0.3602012929554789,0.5435150381414583
-4.96128372,-0.3610338923204992,0.5408829354649956
-4.96095039,-0.3602012929554789,0.5416396649844786
-4.96061706,-0.3602012929554789,0.5429557163227101
-4.96028373,-0.3602012929554789,0.5430544201730771
-4.9599504,-0.3610338923204992,0.5412119482995534
-4.95961707,-0.3593686935904586,0.541277750866465
-4.95928374,-0.3602012929554789,0.5415080598506554
-4.95895041,-0.3602012929554789,0.5429228150392542
-4.95861708,-0.3593686935904586,0.5414093560002914
-4.95828375,-0.3593686935904571,0.5431860253069014
-4.95795042,-0.3585360942254399,0.5436795445587363
-4.95761709,-0.3593686935904586,0.54233059193705
-4.95728376,-0.3577034948604181,0.5434821368580025
-4.95695043,-0.3585360942254384,0.5431531240234446
-4.9566171,-0.3577034948604181,0.540981639315363
-4.95628377,-0.3568708954953978,0.54233059193705
-4.955950440000001,-0.3568708954953978,0.54233059193705
-4.95561711,-0.3577034948604181,0.5435808407083699
-4.95528378,-0.3568708954953978,0.5425609009212405
-4.95495045,-0.3568708954953978,0.5424292957874175
-4.95461712,-0.3568708954953978,0.5431860253069005
-4.95428379,-0.3560382961303775,0.5419357765355807
-4.95395046,-0.3568708954953947,0.5419686778190383
-4.95361713,-0.3552056967653603,0.5430215188896196
-4.9532838,-0.3568708954953978,0.5444033727947644
-4.95295047,-0.3560382961303775,0.5432189265903562
-4.95261714,-0.3560382961303775,0.5449955958969686
-4.95228381,-0.354373097400337,0.5419028752521249
-4.95195048,-0.3552056967653572,0.543251827873812
-4.95161715,-0.354373097400337,0.544600780495495
-4.95128382,-0.354373097400337,0.54236349322051
-4.95095049,-0.354373097400337,0.5436795445587372
-4.95061716,-0.3535404980353167,0.5421331842363154
-4.95028383,-0.3552056967653572,0.5432189265903562
-4.9499505,-0.354373097400337,0.544173063810574
-4.94961717,-0.3552056967653542,0.5425609009212435
-4.94928384,-0.3535404980353182,0.5442388663774852
-4.94895051,-0.3543730974003355,0.5440743599602069
-4.94861718,-0.3535404980353167,0.5422647893701384
-4.94828385,-0.3527078986702964,0.5444362740782203
-4.94795052,-0.3535404980353167,0.5426596047716079
-4.94761719,-0.3527078986702964,0.5422318880866828
-4.94728386,-0.3535404980353121,0.5443046689443957
-4.946950530000001,-0.3510426999402604,0.543482136858004
-4.9466172,-0.3535404980353167,0.5416725662679345
-4.94628387,-0.3518752993052761,0.5443704715113087
-4.94595054,-0.3510426999402558,0.5445678792120434
-4.94561721,-0.3510426999402558,0.5413764547168324
-4.94528388,-0.3518752993052761,0.5433834330076351
-4.94495055,-0.3510426999402558,0.5427254073385177
-4.94461722,-0.3510426999402558,0.5417383688348478
-4.94428389,-0.3518752993052761,0.544633681778955
-4.94395056,-0.3510426999402558,0.5428241111888868
-4.94361723,-0.3510426999402558,0.5420015791024922
-4.9432839,-0.3502101005752356,0.5431531240234446
-4.94295057,-0.3510426999402558,0.5419686778190365
-4.94261724,-0.3493775012102168,0.541376454716837
-4.94228391,-0.3502101005752341,0.5439427548263789
-4.94195058,-0.348544901845195,0.5403565149297032
-4.94161725,-0.3493775012102153,0.5425279996377848
-4.94128392,-0.348544901845195,0.5410803431657303
-4.94095059,-0.3477123024801747,0.5401591072289684
-4.94061726,-0.3485449018451935,0.5422647893701397
-4.94028393,-0.3477123024801762,0.5429557163227079
-4.9399506,-0.3485449018451935,0.5418699739686711
-4.93961727,-0.3477123024801747,0.5413106521499208
-4.93928394,-0.3477123024801747,0.5428241111888868
-4.93895061,-0.3468797031151544,0.541573862417567
-4.93861728,-0.3468797031151544,0.5434492355745467
-4.93828395,-0.3468797031151529,0.5409487380319067
-4.937950620000001,-0.3460471037501356,0.5406855277642614
-4.93761729,-0.3468797031151544,0.5428899137557983
-4.93728396,-0.3460471037501341,0.5416396649844786
-4.93695063,-0.3460471037501341,0.5413764547168324
-4.9366173,-0.3460471037501341,0.5427912099054311
-4.93628397,-0.3460471037501341,0.541573862417567
-4.93595064,-0.3443819050200951,0.5401920085124269
-4.93561731,-0.3452145043851124,0.5417054675513874
-4.93528398,-0.3460471037501341,0.5423963945039616
